message_id,timestamp,channel,label,scam_type,language,message_text_original,message_text_english,message_text_roman,sender_type,contains_url,urgency_words,threat_words,financial_keywords,confidence,annotator_id,notes,scam_indicators,target_entity,risk_severity
ISDD_SMS_01080,2026-05-12T10:14:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके ICICI खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://example-training.invalid/verify [v1080],Suspicious transaction in your ICICI account. Verify immediately: http://example-training.invalid/verify [v1080],ICICI khate me sandigdh len den. Turant verify: http://example-training.invalid/verify,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,ICICI_BANK,critical
ISDD_SMS_00091,2026-05-12T10:34:00Z,SMS,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (47) [v91]","Mom, I reached the hostel. Will call in an hour. (47) [v91]","Maa, hostel pahunch gaya. (47)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00205,2026-05-12T10:46:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (11) [v205],I will meet you this evening. OK? (11) [v205],Mi tumhala sandhyakali bhetu. (11),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01830,2026-05-12T10:07:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification needs update. लगेच: http://sample-fraud.invalid/claim [v1830],PAN verification needs update. Immediately: http://sample-fraud.invalid/claim [v1830],PAN verification needs update. Lagech: http://sample-fraud.invalid/claim,unknown,True,True,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_01347,2026-05-12T10:15:00Z,EMAIL,1,LOTTERY_PRIZE_SCAM,hinglish,Amazon raffle winner! ₹50 Lakh prize. Click http://example-training.invalid/verify to redeem.,Amazon raffle winner! ₹50 Lakh prize. Click http://example-training.invalid/verify to redeem.,Amazon raffle winner Rs 50 Lakh. Click http://example-training.invalid/verify,unknown,True,False,False,False,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_WHATSAPP_00745,2026-05-12T10:32:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹10,000 per day. No experience. Register: http://training-only.invalid/pay [v745]","Work from home! Earn ₹10,000 per day. No experience. Register: http://training-only.invalid/pay [v745]","WFH earn Rs 10,000/day. Register: http://training-only.invalid/pay",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_EMAIL_00810,2026-05-12T10:38:00Z,SMS,0,,english,Reminder: Team standup at 10 AM in Room 204. (16) [v810],Reminder: Team standup at 10 AM in Room 204. (16) [v810],Standup 10 AM room 204 (16),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01706,2026-05-12T10:46:00Z,SMS,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (18) [v1706],I saw your project. It looks great! (18) [v1706],Tujha project changla aahe (18),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01575,2026-05-12T10:58:00Z,WHATSAPP,0,,english,Karan [v1575],Karan [v1575],Karan,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01568,2026-05-12T10:48:00Z,SMS,0,,english,Isha [v1568],Isha [v1568],Isha,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01265,2026-05-12T10:31:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (21) [v1265],I will meet you this evening. OK? (21) [v1265],Mi tumhala sandhyakali bhetu. (21),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01558,2026-05-12T10:30:00Z,SMS,0,,english,Arjun [v1558],Arjun [v1558],Arjun,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01123,2026-05-12T10:16:00Z,EMAIL,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (29) [v1123],OTP for login is 839201. Do not share. (29) [v1123],OTP 839201 do not share (29),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00446,2026-05-12T10:16:00Z,SMS,0,,english,Your order #48291 has been delivered. Thank you for shopping. (2) [v446],Your order #48291 has been delivered. (2) [v446],Order delivered thank you (2),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00823,2026-05-12T10:22:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके SBI खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://isdd-synthetic.invalid/update [v823],Suspicious transaction in your SBI account. Verify immediately: http://isdd-synthetic.invalid/update [v823],SBI khate me sandigdh len den. Turant verify: http://isdd-synthetic.invalid/update,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,SBI_BANK,critical
ISDD_EMAIL_01390,2026-05-12T10:02:00Z,SMS,1,BANK_IMPERSONATION,english,SBI Alert: Unusual activity. Verify account: http://training-only.invalid/pay [v1390],SBI Alert: Unusual activity. Verify account: http://training-only.invalid/pay [v1390],SBI alert verify: http://training-only.invalid/pay,unknown,True,False,False,True,0.94,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|account_threat|suspicious_link,SBI_BANK,high
ISDD_SMS_01214,2026-05-12T10:57:00Z,WHATSAPP,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (20) [v1214]","Hi, meeting tomorrow at 2 PM. Please come. (20) [v1214]","Namaste, kal meeting 2 baje hai. (20)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01551,2026-05-12T10:05:00Z,WHATSAPP,0,,english,Priya [v1551],Priya [v1551],Priya,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00846,2026-05-12T10:27:00Z,SMS,1,OTP_PASSWORD_THEFT,english,Send your 6-digit OTP to confirm refund. Reply to this SMS.,Send your 6-digit OTP to confirm refund. Reply to this SMS.,Send OTP to confirm refund,unknown,False,False,False,True,0.97,SYNTH_ISDD,Synthetic OTP_PASSWORD_THEFT sample for ISDD v1.0,personal_info_request|banking_impersonation|urgent_language,OTHER,critical
ISDD_EMAIL_00765,2026-05-12T10:37:00Z,EMAIL,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (21) [v765],I will meet you this evening. OK? (21) [v765],Mi tumhala sandhyakali bhetu. (21),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01073,2026-05-12T10:12:00Z,SMS,1,LOTTERY_PRIZE_SCAM,hinglish,"Amazon raffle winner! ₹1,00,000 prize. Click http://training-only.invalid/pay to redeem.","Amazon raffle winner! ₹1,00,000 prize. Click http://training-only.invalid/pay to redeem.","Amazon raffle winner Rs 1,00,000. Click http://training-only.invalid/pay",unknown,True,False,False,False,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_SMS_01136,2026-05-12T10:21:00Z,SMS,1,UPI_FRAUD,hindi,आपका Google Pay अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://training-only.invalid/pay [v1136],Your Google Pay account is limited. Verify immediately: http://training-only.invalid/pay [v1136],Aapka Google Pay account seemit ho gaya. Turant satyapit karein: http://training-only.invalid/pay,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,GOOGLE_PAY,high
ISDD_SMS_00411,2026-05-12T10:05:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification pending. लगेच: http://isdd-synthetic.invalid/update [v411],PAN verification pending. Immediately: http://isdd-synthetic.invalid/update [v411],PAN verification pending. Lagech: http://isdd-synthetic.invalid/update,unknown,True,True,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_00110,2026-05-12T10:57:00Z,WHATSAPP,0,,english,Reminder: Team standup at 10 AM in Room 204. (16) [v110],Reminder: Team standup at 10 AM in Room 204. (16) [v110],Standup 10 AM room 204 (16),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00751,2026-05-12T10:20:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹2,00,000 महीना। तुरंत रजिस्टर: http://example-training.invalid/verify [v751]","Government job: ₹2,00,000/month. Register now: http://example-training.invalid/verify [v751]","Sarkari naukri Rs 2,00,000/month. Register: http://example-training.invalid/verify",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01289,2026-05-12T10:28:00Z,WHATSAPP,0,,telugu,రేపు లంచ్ కలుద్దామా? (45) [v1289],Shall we meet for lunch tomorrow? (45) [v1289],Repu lunch kaluddama (45),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01017,2026-05-12T10:50:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹2,00,000 per day. No experience. Register: http://isdd-synthetic.invalid/update [v1017]","Work from home! Earn ₹2,00,000 per day. No experience. Register: http://isdd-synthetic.invalid/update [v1017]","WFH earn Rs 2,00,000/day. Register: http://isdd-synthetic.invalid/update",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01753,2026-05-12T10:13:00Z,SMS,1,UPI_FRAUD,marathi,तुमचे PhonePe खाते ब्लॉक झाले. लगेच लिंक उघडा: http://example-training.invalid/verify [v1753],Your PhonePe account is blocked. Open link immediately: http://example-training.invalid/verify [v1753],Tumche PhonePe khate block zale. Lagech link ughda: http://example-training.invalid/verify,unknown,True,True,True,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_WHATSAPP_01015,2026-05-12T10:39:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹2,00,000 per day. No experience. Register: http://demo-scam-lab.invalid/kyc [v1015]","Work from home! Earn ₹2,00,000 per day. No experience. Register: http://demo-scam-lab.invalid/kyc [v1015]","WFH earn Rs 2,00,000/day. Register: http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_WHATSAPP_00842,2026-05-12T10:59:00Z,EMAIL,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (48) [v842],I saw your project. It looks great! (48) [v842],Tujha project changla aahe (48),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01537,2026-05-12T10:47:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification expire हो रहा है. लगेच: http://sample-fraud.invalid/claim [v1537],PAN verification expire हो रहा है. Immediately: http://sample-fraud.invalid/claim [v1537],PAN verification expire हो रहा है. Lagech: http://sample-fraud.invalid/claim,unknown,True,True,True,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_01947,2026-05-12T10:44:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके HDFC खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://training-only.invalid/pay [v1947],Suspicious transaction in your HDFC account. Verify immediately: http://training-only.invalid/pay [v1947],HDFC khate me sandigdh len den. Turant verify: http://training-only.invalid/pay,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,HDFC_BANK,critical
ISDD_EMAIL_01944,2026-05-12T10:35:00Z,SMS,0,,english,Reminder: Team standup at 10 AM in Room 204. (6) [v1944],Reminder: Team standup at 10 AM in Room 204. (6) [v1944],Standup 10 AM room 204 (6),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00469,2026-05-12T10:12:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹2,00,000 महीना। तुरंत रजिस्टर: http://demo-scam-lab.invalid/kyc [v469]","Government job: ₹2,00,000/month. Register now: http://demo-scam-lab.invalid/kyc [v469]","Sarkari naukri Rs 2,00,000/month. Register: http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_EMAIL_01322,2026-05-12T10:55:00Z,EMAIL,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (28) [v1322],I saw your project. It looks great! (28) [v1322],Tujha project changla aahe (28),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00323,2026-05-12T10:35:00Z,WHATSAPP,1,UPI_FRAUD,hinglish,URGENT: Your WhatsApp Pay UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your WhatsApp Pay UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your WhatsApp Pay UPI blocked. Update now http://example-training.invalid/verify,unknown,True,True,True,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,WHATSAPP_PAY,high
ISDD_WHATSAPP_00191,2026-05-12T10:39:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹5,00,000 महीना। तुरंत रजिस्टर: http://demo-scam-lab.invalid/kyc [v191]","Government job: ₹5,00,000/month. Register now: http://demo-scam-lab.invalid/kyc [v191]","Sarkari naukri Rs 5,00,000/month. Register: http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_EMAIL_00307,2026-05-12T10:36:00Z,SMS,0,,hinglish,"Bro send me the project file when free, no rush. (13) [v307]","Bro send me the project file when free, no rush. (13) [v307]",Send project file when free (13),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00003,2026-05-12T10:17:00Z,WHATSAPP,0,,english,Yash [v3],Yash [v3],Yash,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01350,2026-05-12T10:07:00Z,EMAIL,0,,english,Reminder: Team standup at 10 AM in Room 204. (6) [v1350],Reminder: Team standup at 10 AM in Room 204. (6) [v1350],Standup 10 AM room 204 (6),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00282,2026-05-12T10:49:00Z,SMS,1,OTP_PASSWORD_THEFT,hinglish,Bank needs your CVV and expiry to unblock card. Share now.,Bank needs your CVV and expiry to unblock card. Share now.,Share CVV and expiry to unblock card,unknown,False,True,True,True,0.97,SYNTH_ISDD,Synthetic OTP_PASSWORD_THEFT sample for ISDD v1.0,personal_info_request|banking_impersonation|urgent_language,OTHER,critical
ISDD_WHATSAPP_00563,2026-05-12T10:08:00Z,SMS,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (19) [v563],OTP for login is 839201. Do not share. (19) [v563],OTP 839201 do not share (19),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01003,2026-05-12T10:48:00Z,SMS,1,KYC_FRAUD,hinglish,"Dear user, KYC pending for bank account. Complete on http://training-only.invalid/pay before midnight.","Dear user, KYC pending for bank account. Complete on http://training-only.invalid/pay before midnight.",KYC pending. Complete on http://training-only.invalid/pay before midnight,unknown,True,False,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_EMAIL_00751,2026-05-12T10:09:00Z,SMS,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (7) [v751]","Mom, I reached the hostel. Will call in an hour. (7) [v751]","Maa, hostel pahunch gaya. (7)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01581,2026-05-12T10:39:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹2,00,000 per day. No experience. Register: http://demo-scam-lab.invalid/kyc [v1581]","Work from home! Earn ₹2,00,000 per day. No experience. Register: http://demo-scam-lab.invalid/kyc [v1581]","WFH earn Rs 2,00,000/day. Register: http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_WHATSAPP_00637,2026-05-12T10:17:00Z,EMAIL,0,,hinglish,"Bro send me the project file when free, no rush. (43) [v637]","Bro send me the project file when free, no rush. (43) [v637]",Send project file when free (43),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00687,2026-05-12T10:31:00Z,WHATSAPP,0,,hinglish,"Bro send me the project file when free, no rush. (43) [v687]","Bro send me the project file when free, no rush. (43) [v687]",Send project file when free (43),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00097,2026-05-12T10:54:00Z,SMS,1,UPI_FRAUD,english,Alert: BHIM UPI payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v97],Alert: BHIM UPI payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v97],Alert: BHIM UPI payment failed. Re-verify at http://sample-fraud.invalid/claim,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,BHIM_UPI,high
ISDD_SMS_00704,2026-05-12T10:22:00Z,EMAIL,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (10) [v704]","Hi, meeting tomorrow at 2 PM. Please come. (10) [v704]","Namaste, kal meeting 2 baje hai. (10)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00868,2026-05-12T10:22:00Z,WHATSAPP,0,,tamil,நாளை கூட்டம் 3 மணிக்கு. வருவீர்களா? (24) [v868],Meeting tomorrow at 3 PM. Will you come? (24) [v868],Naalai meeting 3 mani (24),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00511,2026-05-12T10:56:00Z,WHATSAPP,1,LOTTERY_PRIZE_SCAM,hinglish,"Amazon raffle winner! ₹25,000 prize. Click http://isdd-synthetic.invalid/update to redeem.","Amazon raffle winner! ₹25,000 prize. Click http://isdd-synthetic.invalid/update to redeem.","Amazon raffle winner Rs 25,000. Click http://isdd-synthetic.invalid/update",unknown,True,False,False,False,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_SMS_00218,2026-05-12T10:50:00Z,EMAIL,1,LOTTERY_PRIZE_SCAM,hinglish,Amazon raffle winner! ₹50 Lakh prize. Click http://isdd-synthetic.invalid/update to redeem.,Amazon raffle winner! ₹50 Lakh prize. Click http://isdd-synthetic.invalid/update to redeem.,Amazon raffle winner Rs 50 Lakh. Click http://isdd-synthetic.invalid/update,unknown,True,False,False,False,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_SMS_00296,2026-05-12T10:29:00Z,WHATSAPP,1,UPI_FRAUD,hindi,आपका Paytm अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://isdd-synthetic.invalid/update [v296],Your Paytm account is limited. Verify immediately: http://isdd-synthetic.invalid/update [v296],Aapka Paytm account seemit ho gaya. Turant satyapit karein: http://isdd-synthetic.invalid/update,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PAYTM,high
ISDD_SMS_01091,2026-05-12T10:37:00Z,SMS,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (47) [v1091]","Mom, I reached the hostel. Will call in an hour. (47) [v1091]","Maa, hostel pahunch gaya. (47)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00358,2026-05-12T10:32:00Z,WHATSAPP,0,,tamil,நாளை கூட்டம் 3 மணிக்கு. வருவீர்களா? (14) [v358],Meeting tomorrow at 3 PM. Will you come? (14) [v358],Naalai meeting 3 mani (14),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00203,2026-05-12T10:11:00Z,EMAIL,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (9) [v203],OTP for login is 839201. Do not share. (9) [v203],OTP 839201 do not share (9),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00401,2026-05-12T10:03:00Z,EMAIL,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (7) [v401]","Mom, I reached the hostel. Will call in an hour. (7) [v401]","Maa, hostel pahunch gaya. (7)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01239,2026-05-12T10:58:00Z,WHATSAPP,0,,telugu,రేపు లంచ్ కలుద్దామా? (45) [v1239],Shall we meet for lunch tomorrow? (45) [v1239],Repu lunch kaluddama (45),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00202,2026-05-12T10:31:00Z,EMAIL,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (8) [v202],I saw your project. It looks great! (8) [v202],Tujha project changla aahe (8),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01375,2026-05-12T10:28:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (31) [v1375],I will meet you this evening. OK? (31) [v1375],Mi tumhala sandhyakali bhetu. (31),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01825,2026-05-12T10:12:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification pending. लगेच: http://sample-fraud.invalid/claim [v1825],PAN verification pending. Immediately: http://sample-fraud.invalid/claim [v1825],PAN verification pending. Lagech: http://sample-fraud.invalid/claim,unknown,True,True,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_00522,2026-05-12T10:29:00Z,WHATSAPP,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (28) [v522],I saw your project. It looks great! (28) [v522],Tujha project changla aahe (28),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00058,2026-05-12T10:12:00Z,WHATSAPP,1,UPI_FRAUD,marathi,तुमचे PhonePe खाते ब्लॉक झाले. लगेच लिंक उघडा: http://isdd-synthetic.invalid/update [v58],Your PhonePe account is blocked. Open link immediately: http://isdd-synthetic.invalid/update [v58],Tumche PhonePe khate block zale. Lagech link ughda: http://isdd-synthetic.invalid/update,unknown,True,True,True,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_EMAIL_01396,2026-05-12T10:38:00Z,SMS,0,,english,Your order #48291 has been delivered. Thank you for shopping. (2) [v1396],Your order #48291 has been delivered. (2) [v1396],Order delivered thank you (2),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00067,2026-05-12T10:17:00Z,EMAIL,0,,hinglish,"Bro send me the project file when free, no rush. (23) [v67]","Bro send me the project file when free, no rush. (23) [v67]",Send project file when free (23),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00930,2026-05-12T10:48:00Z,WHATSAPP,1,UPI_FRAUD,english,Alert: PhonePe payment failed. Re-verify UPI at http://demo-scam-lab.invalid/kyc [v930],Alert: PhonePe payment failed. Re-verify UPI at http://demo-scam-lab.invalid/kyc [v930],Alert: PhonePe payment failed. Re-verify at http://demo-scam-lab.invalid/kyc,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_WHATSAPP_00001,2026-05-12T10:49:00Z,WHATSAPP,0,,english,Ayush [v1],Ayush [v1],Ayush,personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01033,2026-05-12T10:40:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹50,000 महीना। तुरंत रजिस्टर: http://training-only.invalid/pay [v1033]","Government job: ₹50,000/month. Register now: http://training-only.invalid/pay [v1033]","Sarkari naukri Rs 50,000/month. Register: http://training-only.invalid/pay",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01379,2026-05-12T10:00:00Z,WHATSAPP,0,,telugu,రేపు లంచ్ కలుద్దామా? (35) [v1379],Shall we meet for lunch tomorrow? (35) [v1379],Repu lunch kaluddama (35),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
